,cost_rank,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,salty,vanilla,tart,fruity,floral
2647,3.0,30.0,0.0,60.0,30.0,40.0,50.0,50.0,70.0,0.0,60.0,40.0,60.0,10.0
2648,4.0,20.0,0.0,60.0,20.0,30.0,70.0,70.0,80.0,0.0,40.0,40.0,80.0,20.0
2649,3.0,20.0,0.0,60.0,40.0,40.0,60.0,60.0,50.0,0.0,40.0,50.0,60.0,0.0
2650,2.0,20.0,0.0,60.0,20.0,20.0,60.0,60.0,80.0,20.0,60.0,40.0,80.0,30.0
2651,4.0,30.0,0.0,70.0,50.0,30.0,60.0,60.0,50.0,20.0,30.0,20.0,70.0,20.0
2652,2.0,40.0,0.0,40.0,20.0,20.0,40.0,40.0,40.0,0.0,30.0,30.0,70.0,30.0
2653,1.0,30.0,0.0,70.0,40.0,40.0,50.0,50.0,70.0,0.0,50.0,50.0,60.0,10.0
2654,4.0,30.0,0.0,80.0,60.0,40.0,50.0,50.0,50.0,20.0,70.0,50.0,50.0,30.0
2655,1.0,40.0,0.0,60.0,30.0,40.0,50.0,60.0,40.0,20.0,40.0,50.0,40.0,20.0
2656,1.0,20.0,0.0,40.0,20.0,40.0,50.0,50.0,60.0,0.0,50.0,20.0,50.0,30.0
2657,4.0,20.0,0.0,70.0,20.0,30.0,70.0,70.0,80.0,0.0,60.0,40.0,90.0,40.0
2658,3.0,20.0,0.0,50.0,60.0,40.0,70.0,70.0,30.0,40.0,30.0,40.0,30.0,60.0
2659,1.0,20.0,30.0,60.0,60.0,30.0,60.0,60.0,70.0,10.0,60.0,60.0,60.0,30.0
2660,1.0,30.0,0.0,30.0,30.0,40.0,50.0,20.0,60.0,10.0,60.0,0.0,40.0,20.0
2661,2.0,20.0,0.0,30.0,30.0,20.0,50.0,40.0,30.0,10.0,0.0,30.0,60.0,30.0
2662,1.0,0.0,0.0,0.0,30.0,20.0,30.0,30.0,50.0,30.0,40.0,0.0,50.0,30.0
2663,2.0,20.0,0.0,77.0,81.0,77.0,80.0,82.0,84.0,0.0,79.0,68.0,85.0,79.0
2664,1.0,20.0,0.0,70.0,30.0,30.0,40.0,40.0,60.0,0.0,50.0,50.0,50.0,10.0
2665,2.0,10.0,0.0,30.0,20.0,40.0,40.0,40.0,60.0,0.0,40.0,0.0,60.0,30.0
2666,2.0,50.0,20.0,40.0,70.0,50.0,50.0,50.0,60.0,30.0,50.0,60.0,70.0,50.0
2667,3.0,40.0,50.0,30.0,20.0,40.0,50.0,40.0,60.0,10.0,40.0,50.0,70.0,30.0
2668,2.0,20.0,0.0,40.0,30.0,40.0,50.0,50.0,50.0,0.0,50.0,70.0,60.0,20.0
2669,2.0,10.0,10.0,45.0,20.0,35.0,45.0,45.0,60.0,10.0,10.0,30.0,75.0,0.0
2670,2.0,15.0,0.0,30.0,35.0,15.0,40.0,40.0,40.0,35.0,25.0,45.0,55.0,35.0
2671,3.0,40.0,40.0,40.0,20.0,30.0,60.0,60.0,60.0,10.0,60.0,40.0,70.0,50.0
2672,2.0,40.0,40.0,50.0,20.0,30.0,60.0,40.0,70.0,40.0,50.0,20.0,60.0,20.0
2673,2.0,10.0,0.0,80.0,70.0,10.0,60.0,50.0,40.0,0.0,60.0,40.0,20.0,10.0
2674,2.0,20.0,0.0,50.0,40.0,40.0,50.0,50.0,50.0,0.0,50.0,60.0,70.0,30.0
2675,2.0,30.0,10.0,50.0,50.0,40.0,50.0,40.0,60.0,20.0,60.0,30.0,70.0,10.0
2676,4.0,20.0,0.0,70.0,20.0,30.0,50.0,50.0,50.0,0.0,60.0,40.0,70.0,0.0
2677,2.0,40.0,0.0,50.0,30.0,25.0,45.0,45.0,50.0,0.0,45.0,35.0,45.0,15.0
2678,2.0,30.0,10.0,70.0,20.0,40.0,100.0,40.0,30.0,40.0,20.0,50.0,40.0,10.0
2679,2.0,50.0,50.0,60.0,30.0,50.0,60.0,60.0,60.0,10.0,60.0,30.0,50.0,10.0
2680,2.0,0.0,20.0,60.0,40.0,40.0,50.0,50.0,60.0,30.0,40.0,70.0,80.0,40.0
2681,3.0,25.0,0.0,35.0,0.0,15.0,65.0,50.0,60.0,0.0,45.0,50.0,45.0,0.0
2682,5.0,65.0,0.0,65.0,15.0,5.0,45.0,45.0,40.0,0.0,70.0,45.0,30.0,0.0
2683,3.0,20.0,0.0,55.0,20.0,15.0,55.0,55.0,25.0,0.0,35.0,35.0,40.0,0.0
2684,2.0,25.0,0.0,35.0,15.0,45.0,60.0,60.0,40.0,0.0,15.0,40.0,15.0,0.0
2685,2.0,20.0,0.0,55.0,45.0,30.0,50.0,50.0,20.0,0.0,20.0,30.0,0.0,0.0
2686,4.0,30.0,0.0,70.0,20.0,10.0,50.0,50.0,40.0,0.0,60.0,35.0,10.0,0.0
2687,4.0,50.0,75.0,55.0,45.0,40.0,55.0,55.0,20.0,35.0,15.0,25.0,15.0,0.0
2688,2.0,0.0,0.0,60.0,40.0,50.0,70.0,80.0,50.0,20.0,70.0,50.0,70.0,20.0
2689,2.0,20.0,0.0,70.0,60.0,10.0,40.0,50.0,30.0,0.0,70.0,30.0,20.0,0.0
2690,2.0,20.0,20.0,45.0,35.0,45.0,40.0,40.0,35.0,10.0,20.0,40.0,30.0,0.0
2691,3.0,10.0,5.0,30.0,15.0,20.0,40.0,40.0,50.0,0.0,55.0,45.0,40.0,0.0
2692,3.0,5.0,0.0,25.0,0.0,5.0,75.0,70.0,60.0,0.0,25.0,20.0,40.0,0.0
2693,2.0,5.0,0.0,75.0,10.0,3.0,50.0,50.0,60.0,0.0,10.0,5.0,30.0,10.0
2694,2.0,0.0,0.0,30.0,20.0,35.0,25.0,20.0,35.0,0.0,20.0,20.0,37.0,10.0
2695,3.0,0.0,0.0,20.0,35.0,25.0,30.0,35.0,40.0,0.0,35.0,10.0,30.0,15.0
2696,5.0,25.0,0.0,60.0,20.0,15.0,40.0,40.0,45.0,0.0,0.0,30.0,55.0,0.0
2697,2.0,0.0,0.0,40.0,20.0,50.0,60.0,50.0,50.0,20.0,80.0,30.0,70.0,20.0
2698,3.0,0.0,0.0,50.0,30.0,0.0,40.0,40.0,50.0,0.0,25.0,10.0,40.0,5.0
2699,2.0,10.0,0.0,55.0,25.0,40.0,50.0,55.0,50.0,5.0,55.0,30.0,20.0,20.0
2700,2.0,15.0,0.0,65.0,25.0,70.0,60.0,65.0,55.0,10.0,55.0,35.0,20.0,10.0
2701,3.0,0.0,0.0,30.0,25.0,30.0,25.0,20.0,40.0,0.0,40.0,20.0,25.0,10.0
2702,2.0,30.0,40.0,80.0,50.0,10.0,40.0,40.0,50.0,0.0,50.0,40.0,20.0,10.0
2703,5.0,20.0,0.0,45.0,25.0,15.0,40.0,40.0,60.0,0.0,25.0,35.0,45.0,0.0
2704,3.0,10.0,0.0,55.0,35.0,45.0,60.0,55.0,55.0,5.0,50.0,20.0,20.0,15.0
2705,4.0,20.0,0.0,70.0,40.0,10.0,70.0,40.0,40.0,0.0,70.0,20.0,20.0,0.0
2706,2.0,10.0,0.0,70.0,60.0,0.0,50.0,50.0,30.0,0.0,40.0,60.0,10.0,0.0
2707,3.0,0.0,0.0,35.0,10.0,25.0,35.0,25.0,25.0,0.0,35.0,15.0,30.0,30.0
2708,2.0,0.0,0.0,25.0,20.0,35.0,30.0,25.0,30.0,0.0,35.0,25.0,20.0,10.0
2709,3.0,30.0,0.0,80.0,60.0,20.0,70.0,60.0,40.0,0.0,50.0,40.0,60.0,50.0
2710,5.0,0.0,0.0,60.0,80.0,30.0,30.0,30.0,70.0,20.0,80.0,65.0,50.0,65.0
2711,4.0,10.0,0.0,40.0,90.0,30.0,50.0,50.0,30.0,20.0,50.0,20.0,20.0,10.0
2712,2.0,0.0,0.0,80.0,20.0,70.0,60.0,65.0,80.0,0.0,75.0,65.0,70.0,40.0
2713,2.0,0.0,0.0,70.0,80.0,90.0,80.0,75.0,75.0,30.0,70.0,65.0,20.0,40.0
2714,3.0,10.0,0.0,45.0,25.0,20.0,40.0,25.0,25.0,0.0,25.0,20.0,25.0,10.0
2715,4.0,0.0,0.0,70.0,90.0,10.0,50.0,30.0,50.0,0.0,70.0,30.0,60.0,50.0
2716,2.0,10.0,5.0,40.0,30.0,35.0,35.0,30.0,45.0,5.0,40.0,15.0,20.0,15.0
2717,3.0,60.0,0.0,70.0,0.0,40.0,60.0,50.0,75.0,0.0,45.0,20.0,45.0,30.0
2718,2.0,10.0,0.0,40.0,5.0,3.0,80.0,70.0,60.0,0.0,15.0,10.0,30.0,10.0
2719,3.0,0.0,0.0,35.0,10.0,40.0,30.0,30.0,40.0,0.0,35.0,15.0,25.0,20.0
2720,2.0,20.0,0.0,35.0,35.0,20.0,45.0,45.0,55.0,0.0,35.0,30.0,45.0,0.0
2721,4.0,10.0,0.0,80.0,90.0,0.0,60.0,70.0,50.0,0.0,70.0,0.0,40.0,30.0
2722,2.0,50.0,0.0,60.0,10.0,20.0,50.0,30.0,40.0,10.0,70.0,0.0,20.0,0.0
2723,3.0,5.0,0.0,25.0,15.0,20.0,20.0,25.0,35.0,0.0,25.0,10.0,15.0,5.0
2724,3.0,75.0,5.0,25.0,25.0,15.0,15.0,45.0,65.0,0.0,55.0,75.0,85.0,40.0
2725,2.0,0.0,0.0,20.0,10.0,10.0,30.0,35.0,45.0,0.0,40.0,15.0,25.0,10.0
2726,3.0,50.0,30.0,25.0,10.0,60.0,45.0,20.0,40.0,10.0,10.0,30.0,30.0,10.0
2727,2.0,0.0,0.0,40.0,0.0,45.0,65.0,40.0,45.0,0.0,35.0,0.0,20.0,0.0
2728,1.0,0.0,0.0,10.0,0.0,15.0,25.0,25.0,40.0,0.0,35.0,10.0,10.0,10.0
2729,3.0,0.0,0.0,50.0,0.0,10.0,30.0,70.0,15.0,0.0,20.0,20.0,0.0,0.0
2730,3.0,10.0,0.0,20.0,30.0,20.0,15.0,10.0,30.0,20.0,25.0,30.0,40.0,30.0
2731,3.0,20.0,0.0,30.0,10.0,20.0,35.0,50.0,30.0,0.0,65.0,10.0,20.0,25.0
2732,2.0,5.0,0.0,30.0,50.0,40.0,35.0,35.0,65.0,5.0,30.0,35.0,40.0,40.0
2733,2.0,10.0,0.0,60.0,40.0,40.0,35.0,45.0,40.0,5.0,45.0,40.0,10.0,20.0
2734,2.0,10.0,0.0,35.0,0.0,10.0,30.0,40.0,30.0,0.0,45.0,0.0,0.0,10.0
2735,3.0,0.0,0.0,25.0,20.0,30.0,40.0,35.0,15.0,0.0,15.0,30.0,55.0,35.0
2736,2.0,0.0,0.0,35.0,15.0,25.0,35.0,35.0,55.0,0.0,45.0,10.0,20.0,5.0
2737,4.0,25.0,5.0,35.0,10.0,45.0,50.0,35.0,45.0,5.0,40.0,15.0,45.0,30.0
2738,2.0,15.0,0.0,20.0,30.0,45.0,45.0,45.0,65.0,0.0,30.0,30.0,30.0,30.0
2739,2.0,10.0,0.0,40.0,30.0,20.0,25.0,30.0,25.0,5.0,20.0,40.0,20.0,15.0
2740,2.0,10.0,40.0,35.0,5.0,40.0,35.0,30.0,30.0,25.0,35.0,5.0,15.0,5.0
2741,4.0,35.0,35.0,30.0,15.0,15.0,35.0,35.0,30.0,0.0,15.0,25.0,0.0,0.0
2742,3.0,5.0,5.0,15.0,0.0,25.0,25.0,25.0,20.0,0.0,40.0,0.0,25.0,0.0
2743,3.0,70.0,50.0,10.0,10.0,20.0,30.0,40.0,50.0,20.0,20.0,0.0,55.0,0.0
2744,3.0,55.0,40.0,50.0,50.0,40.0,40.0,50.0,40.0,75.0,40.0,20.0,75.0,20.0
2745,3.0,45.0,0.0,65.0,15.0,15.0,45.0,45.0,60.0,0.0,45.0,30.0,25.0,10.0
2746,4.0,10.0,5.0,20.0,10.0,40.0,45.0,65.0,55.0,10.0,60.0,65.0,50.0,20.0
2747,2.0,10.0,0.0,60.0,70.0,20.0,50.0,60.0,60.0,0.0,60.0,50.0,70.0,10.0
2748,2.0,10.0,0.0,95.0,10.0,20.0,80.0,75.0,65.0,0.0,70.0,0.0,60.0,15.0
2749,2.0,0.0,0.0,65.0,75.0,70.0,60.0,30.0,80.0,20.0,45.0,0.0,50.0,25.0
2750,2.0,15.0,0.0,10.0,20.0,10.0,30.0,40.0,50.0,0.0,15.0,15.0,0.0,10.0
2751,1.0,30.0,0.0,55.0,0.0,10.0,35.0,40.0,50.0,0.0,40.0,20.0,55.0,20.0
2752,2.0,75.0,70.0,70.0,60.0,40.0,40.0,45.0,75.0,60.0,55.0,20.0,50.0,20.0
2753,2.0,30.0,0.0,40.0,20.0,50.0,50.0,60.0,50.0,0.0,60.0,0.0,40.0,0.0
2754,2.0,35.0,0.0,35.0,10.0,10.0,40.0,40.0,75.0,0.0,55.0,20.0,30.0,0.0
2755,4.0,10.0,0.0,90.0,20.0,85.0,80.0,80.0,99.0,0.0,75.0,0.0,75.0,15.0
2756,2.0,5.0,0.0,25.0,5.0,10.0,10.0,15.0,15.0,5.0,0.0,0.0,15.0,15.0
2757,1.0,40.0,0.0,40.0,20.0,10.0,40.0,50.0,60.0,0.0,50.0,20.0,45.0,20.0
2758,2.0,30.0,0.0,35.0,20.0,10.0,30.0,40.0,55.0,0.0,55.0,15.0,55.0,30.0
2759,3.0,0.0,0.0,20.0,30.0,20.0,15.0,20.0,35.0,0.0,30.0,20.0,15.0,20.0
2760,2.0,30.0,0.0,30.0,10.0,40.0,41.0,30.0,30.0,10.0,41.0,10.0,20.0,0.0
2761,3.0,75.0,60.0,75.0,50.0,20.0,40.0,60.0,30.0,35.0,50.0,20.0,60.0,10.0
2762,3.0,15.0,45.0,55.0,35.0,20.0,40.0,44.0,50.0,15.0,25.0,30.0,35.0,0.0
2763,3.0,35.0,0.0,45.0,0.0,40.0,70.0,80.0,85.0,10.0,80.0,0.0,20.0,0.0
2764,3.0,20.0,0.0,25.0,15.0,10.0,70.0,70.0,60.0,0.0,20.0,10.0,50.0,20.0
2765,2.0,50.0,5.0,25.0,10.0,0.0,30.0,30.0,15.0,0.0,15.0,5.0,35.0,20.0
2766,2.0,0.0,0.0,40.0,40.0,50.0,50.0,50.0,40.0,0.0,20.0,10.0,40.0,30.0
2767,2.0,0.0,0.0,20.0,10.0,35.0,30.0,40.0,25.0,0.0,30.0,20.0,25.0,10.0
2768,3.0,0.0,0.0,60.0,30.0,40.0,40.0,40.0,40.0,0.0,40.0,30.0,50.0,40.0
2769,1.0,0.0,0.0,60.0,0.0,0.0,45.0,0.0,55.0,0.0,40.0,0.0,35.0,0.0
2770,3.0,0.0,0.0,80.0,0.0,75.0,70.0,85.0,85.0,0.0,55.0,0.0,90.0,0.0
2771,4.0,0.0,0.0,55.0,45.0,20.0,55.0,20.0,50.0,0.0,60.0,65.0,70.0,40.0
2772,4.0,5.0,0.0,35.0,15.0,5.0,10.0,45.0,55.0,5.0,70.0,15.0,65.0,60.0
2773,3.0,0.0,0.0,10.0,20.0,30.0,35.0,15.0,60.0,0.0,65.0,55.0,60.0,55.0
2774,2.0,20.0,0.0,75.0,65.0,20.0,20.0,20.0,10.0,10.0,0.0,20.0,10.0,30.0
2775,3.0,60.0,0.0,75.0,65.0,10.0,70.0,75.0,50.0,20.0,60.0,25.0,20.0,20.0
2776,3.0,50.0,15.0,20.0,0.0,15.0,5.0,5.0,65.0,10.0,55.0,48.0,55.0,5.0
2777,2.0,40.0,0.0,60.0,30.0,0.0,50.0,50.0,50.0,0.0,30.0,15.0,10.0,5.0
2778,4.0,15.0,0.0,20.0,10.0,10.0,15.0,15.0,40.0,25.0,25.0,10.0,30.0,10.0
2779,3.0,15.0,0.0,50.0,10.0,80.0,85.0,90.0,95.0,15.0,60.0,0.0,45.0,20.0
2780,2.0,0.0,0.0,40.0,10.0,20.0,20.0,30.0,30.0,0.0,0.0,10.0,20.0,0.0
2781,2.0,10.0,0.0,60.0,40.0,0.0,30.0,40.0,85.0,15.0,75.0,0.0,50.0,25.0
2782,3.0,0.0,0.0,40.0,10.0,30.0,25.0,20.0,30.0,0.0,40.0,10.0,25.0,10.0
2783,2.0,85.0,85.0,80.0,75.0,60.0,50.0,60.0,30.0,10.0,20.0,10.0,50.0,10.0
2784,2.0,30.0,0.0,60.0,10.0,0.0,65.0,50.0,55.0,15.0,50.0,40.0,25.0,25.0
2785,2.0,0.0,0.0,40.0,10.0,0.0,30.0,40.0,60.0,10.0,60.0,40.0,60.0,70.0
2786,3.0,20.0,0.0,60.0,20.0,30.0,70.0,60.0,50.0,0.0,40.0,10.0,30.0,0.0
2787,3.0,10.0,0.0,30.0,0.0,10.0,80.0,80.0,75.0,10.0,50.0,10.0,40.0,0.0
2788,2.0,40.0,0.0,60.0,40.0,20.0,75.0,75.0,50.0,10.0,40.0,10.0,55.0,30.0
2789,3.0,0.0,0.0,40.0,10.0,15.0,20.0,20.0,20.0,0.0,20.0,0.0,10.0,0.0
2790,2.0,10.0,10.0,30.0,20.0,10.0,40.0,35.0,20.0,40.0,45.0,0.0,60.0,30.0
2791,4.0,40.0,0.0,30.0,30.0,40.0,40.0,40.0,60.0,20.0,50.0,50.0,60.0,40.0
2792,4.0,0.0,0.0,60.0,20.0,30.0,40.0,30.0,60.0,0.0,40.0,70.0,70.0,40.0
2793,2.0,20.0,0.0,30.0,30.0,60.0,40.0,50.0,40.0,0.0,50.0,20.0,20.0,40.0
2794,2.0,0.0,0.0,60.0,30.0,30.0,20.0,20.0,30.0,0.0,25.0,20.0,30.0,20.0
2795,3.0,50.0,40.0,20.0,30.0,30.0,30.0,30.0,50.0,20.0,20.0,50.0,50.0,60.0
2796,3.0,10.0,0.0,40.0,20.0,5.0,70.0,70.0,70.0,5.0,30.0,10.0,40.0,5.0
2797,2.0,0.0,0.0,20.0,20.0,10.0,35.0,35.0,60.0,0.0,40.0,20.0,70.0,10.0
2798,2.0,80.0,70.0,20.0,30.0,10.0,70.0,70.0,40.0,0.0,20.0,0.0,20.0,0.0
2799,3.0,30.0,0.0,50.0,30.0,80.0,80.0,80.0,60.0,0.0,60.0,50.0,50.0,30.0
2800,3.0,0.0,0.0,40.0,60.0,40.0,40.0,40.0,40.0,0.0,30.0,70.0,70.0,70.0
2801,4.0,10.0,0.0,40.0,20.0,40.0,30.0,50.0,40.0,10.0,60.0,20.0,70.0,30.0
2802,3.0,10.0,0.0,50.0,60.0,30.0,30.0,40.0,30.0,0.0,30.0,10.0,10.0,30.0
2803,2.0,15.0,0.0,30.0,20.0,20.0,50.0,40.0,45.0,0.0,20.0,20.0,30.0,0.0
2804,5.0,5.0,0.0,40.0,20.0,50.0,50.0,40.0,60.0,0.0,60.0,10.0,40.0,30.0
2805,3.0,0.0,0.0,40.0,0.0,60.0,50.0,40.0,60.0,0.0,30.0,0.0,30.0,0.0
2806,2.0,0.0,0.0,60.0,50.0,30.0,40.0,50.0,65.0,0.0,60.0,40.0,70.0,20.0
2807,3.0,5.0,0.0,75.0,0.0,10.0,75.0,70.0,60.0,0.0,40.0,20.0,30.0,0.0
2808,2.0,60.0,0.0,60.0,30.0,30.0,40.0,40.0,60.0,10.0,60.0,10.0,30.0,30.0
2809,3.0,60.0,70.0,50.0,20.0,50.0,40.0,40.0,30.0,60.0,60.0,30.0,50.0,30.0
2810,2.0,20.0,0.0,60.0,10.0,30.0,50.0,60.0,70.0,20.0,70.0,60.0,40.0,40.0
2811,2.0,0.0,0.0,40.0,15.0,0.0,60.0,65.0,70.0,0.0,25.0,10.0,30.0,0.0
2812,4.0,30.0,0.0,90.0,70.0,10.0,60.0,60.0,60.0,10.0,60.0,50.0,60.0,60.0
2813,3.0,0.0,0.0,10.0,20.0,30.0,60.0,70.0,80.0,20.0,40.0,30.0,90.0,10.0
2814,2.0,30.0,0.0,45.0,50.0,40.0,60.0,60.0,70.0,0.0,40.0,30.0,45.0,20.0
2815,2.0,20.0,0.0,70.0,40.0,30.0,40.0,50.0,50.0,0.0,30.0,30.0,40.0,30.0
2816,2.0,0.0,0.0,60.0,40.0,0.0,50.0,10.0,40.0,0.0,60.0,20.0,70.0,30.0
2817,2.0,10.0,0.0,70.0,50.0,20.0,30.0,50.0,70.0,0.0,60.0,50.0,80.0,60.0
2818,3.0,25.0,45.0,30.0,20.0,30.0,25.0,30.0,45.0,35.0,45.0,50.0,65.0,30.0
2819,3.0,0.0,0.0,25.0,35.0,5.0,30.0,10.0,35.0,5.0,10.0,20.0,45.0,40.0
2820,3.0,0.0,0.0,25.0,40.0,5.0,35.0,30.0,25.0,5.0,10.0,0.0,40.0,35.0
2821,3.0,50.0,40.0,60.0,70.0,30.0,50.0,50.0,50.0,40.0,60.0,30.0,60.0,40.0
2822,2.0,0.0,0.0,30.0,20.0,30.0,50.0,50.0,40.0,0.0,0.0,0.0,0.0,40.0
2823,3.0,20.0,0.0,45.0,10.0,10.0,60.0,60.0,75.0,0.0,45.0,25.0,65.0,10.0
2824,2.0,0.0,0.0,75.0,85.0,25.0,45.0,45.0,40.0,0.0,10.0,25.0,35.0,50.0
2825,2.0,0.0,0.0,10.0,25.0,0.0,40.0,40.0,85.0,0.0,10.0,15.0,30.0,40.0
2826,2.0,15.0,50.0,20.0,25.0,35.0,55.0,60.0,75.0,20.0,80.0,10.0,70.0,60.0
2827,5.0,30.0,0.0,50.0,20.0,20.0,50.0,70.0,50.0,10.0,40.0,50.0,70.0,20.0
2828,2.0,20.0,0.0,74.0,50.0,75.0,77.0,75.0,85.0,20.0,82.0,62.0,77.0,68.0
2829,2.0,79.0,83.0,71.0,65.0,74.0,77.0,70.0,75.0,72.0,70.0,60.0,67.0,67.0
2830,2.0,0.0,0.0,88.0,86.0,67.0,71.0,74.0,78.0,0.0,75.0,57.0,54.0,53.0
2831,3.0,0.0,0.0,15.0,0.0,10.0,80.0,80.0,85.0,0.0,25.0,0.0,25.0,0.0
2832,3.0,10.0,0.0,10.0,0.0,5.0,70.0,70.0,80.0,5.0,20.0,0.0,50.0,5.0
2833,4.0,5.0,0.0,35.0,25.0,50.0,50.0,50.0,50.0,5.0,45.0,40.0,70.0,10.0
2834,3.0,35.0,20.0,50.0,30.0,20.0,40.0,40.0,45.0,15.0,10.0,20.0,45.0,5.0
2835,1.0,40.0,0.0,40.0,20.0,30.0,50.0,40.0,60.0,30.0,60.0,0.0,40.0,30.0
2836,2.0,0.0,0.0,20.0,0.0,0.0,30.0,30.0,70.0,0.0,15.0,0.0,10.0,5.0
2837,3.0,30.0,0.0,80.0,30.0,20.0,40.0,40.0,50.0,0.0,80.0,50.0,30.0,0.0
2838,2.0,20.0,0.0,70.0,30.0,30.0,50.0,50.0,50.0,0.0,50.0,30.0,30.0,10.0
2839,2.0,0.0,0.0,20.0,40.0,30.0,50.0,50.0,60.0,0.0,70.0,30.0,40.0,0.0
2840,2.0,40.0,25.0,30.0,40.0,30.0,40.0,40.0,20.0,0.0,25.0,75.0,45.0,0.0
2841,2.0,10.0,0.0,50.0,40.0,30.0,60.0,60.0,70.0,0.0,60.0,40.0,60.0,10.0
2842,2.0,0.0,0.0,70.0,65.0,0.0,20.0,20.0,60.0,0.0,20.0,0.0,40.0,45.0
2843,2.0,30.0,10.0,60.0,50.0,40.0,40.0,40.0,50.0,20.0,30.0,50.0,40.0,50.0
2844,3.0,20.0,0.0,70.0,80.0,30.0,50.0,50.0,20.0,0.0,40.0,30.0,20.0,20.0
2845,2.0,20.0,0.0,40.0,40.0,30.0,40.0,40.0,60.0,10.0,40.0,10.0,40.0,30.0
2846,2.0,40.0,0.0,50.0,0.0,30.0,40.0,40.0,40.0,20.0,50.0,10.0,40.0,20.0
2847,4.0,10.0,0.0,50.0,20.0,20.0,30.0,30.0,40.0,10.0,0.0,20.0,30.0,40.0
2848,4.0,0.0,0.0,20.0,40.0,20.0,20.0,30.0,60.0,0.0,40.0,20.0,40.0,60.0
2849,2.0,10.0,0.0,40.0,20.0,30.0,50.0,50.0,80.0,10.0,70.0,10.0,80.0,20.0
2850,1.0,50.0,10.0,70.0,30.0,20.0,60.0,60.0,60.0,10.0,60.0,30.0,60.0,20.0
2851,1.0,20.0,0.0,50.0,20.0,60.0,70.0,70.0,80.0,0.0,60.0,40.0,30.0,20.0
2852,3.0,0.0,0.0,80.0,60.0,70.0,70.0,70.0,80.0,0.0,90.0,70.0,70.0,60.0
2853,1.0,50.0,0.0,60.0,30.0,20.0,60.0,80.0,70.0,0.0,90.0,20.0,30.0,0.0
2854,3.0,40.0,50.0,40.0,30.0,50.0,50.0,40.0,60.0,40.0,50.0,50.0,60.0,40.0
2855,2.0,40.0,10.0,40.0,40.0,30.0,60.0,50.0,60.0,20.0,50.0,50.0,70.0,50.0
2856,3.0,40.0,0.0,20.0,30.0,20.0,40.0,40.0,30.0,0.0,0.0,20.0,10.0,30.0
2857,2.0,20.0,10.0,50.0,40.0,20.0,50.0,50.0,60.0,20.0,50.0,50.0,70.0,70.0
2858,2.0,40.0,0.0,70.0,30.0,40.0,30.0,30.0,20.0,30.0,20.0,50.0,40.0,30.0
2859,2.0,40.0,50.0,40.0,30.0,60.0,50.0,40.0,40.0,60.0,30.0,40.0,40.0,20.0
2860,2.0,25.0,0.0,35.0,15.0,10.0,40.0,40.0,65.0,0.0,35.0,45.0,45.0,0.0
2861,3.0,70.0,20.0,70.0,50.0,0.0,60.0,60.0,50.0,20.0,50.0,10.0,50.0,20.0
2862,3.0,30.0,0.0,70.0,75.0,10.0,50.0,50.0,10.0,0.0,30.0,50.0,10.0,0.0
2863,3.0,10.0,0.0,60.0,70.0,50.0,50.0,50.0,20.0,0.0,40.0,80.0,80.0,70.0
2864,4.0,50.0,0.0,25.0,20.0,10.0,45.0,45.0,50.0,0.0,20.0,10.0,35.0,15.0
2865,4.0,20.0,0.0,60.0,70.0,40.0,80.0,40.0,20.0,0.0,50.0,60.0,20.0,0.0
2866,3.0,20.0,0.0,40.0,40.0,20.0,40.0,40.0,50.0,0.0,35.0,45.0,30.0,0.0
2867,4.0,5.0,0.0,70.0,10.0,5.0,60.0,60.0,60.0,0.0,25.0,20.0,15.0,0.0
2868,4.0,0.0,0.0,30.0,40.0,0.0,20.0,40.0,40.0,10.0,80.0,70.0,60.0,70.0
2869,3.0,70.0,50.0,40.0,20.0,70.0,60.0,40.0,30.0,20.0,50.0,30.0,40.0,20.0
2870,3.0,15.0,0.0,45.0,40.0,15.0,45.0,45.0,40.0,10.0,20.0,20.0,40.0,15.0
2871,4.0,5.0,0.0,50.0,55.0,5.0,45.0,40.0,50.0,0.0,15.0,5.0,10.0,0.0
2872,3.0,30.0,0.0,70.0,50.0,0.0,40.0,50.0,40.0,0.0,60.0,70.0,50.0,20.0
2873,3.0,20.0,0.0,70.0,70.0,20.0,70.0,50.0,30.0,0.0,30.0,70.0,40.0,20.0
2874,2.0,10.0,0.0,80.0,60.0,40.0,50.0,70.0,30.0,0.0,60.0,50.0,70.0,10.0
2875,4.0,0.0,0.0,35.0,45.0,20.0,30.0,25.0,10.0,0.0,20.0,20.0,20.0,20.0
2876,2.0,20.0,0.0,50.0,30.0,20.0,60.0,40.0,40.0,0.0,50.0,20.0,10.0,0.0
2877,5.0,10.0,0.0,10.0,5.0,0.0,60.0,65.0,40.0,10.0,20.0,0.0,20.0,15.0
2878,3.0,50.0,0.0,30.0,80.0,30.0,60.0,40.0,30.0,0.0,40.0,40.0,10.0,30.0
2879,3.0,10.0,0.0,45.0,40.0,45.0,55.0,50.0,60.0,10.0,55.0,30.0,15.0,20.0
2880,3.0,45.0,10.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
2881,2.0,20.0,0.0,50.0,45.0,60.0,50.0,40.0,60.0,0.0,40.0,70.0,60.0,50.0
2882,4.0,0.0,0.0,25.0,10.0,25.0,30.0,30.0,20.0,0.0,40.0,10.0,35.0,15.0
